Ev Sahibi,Deplasman Takımı,Ev IY,Dep IY,Ev MS,Dep MS,Ev Oran,Beraberlik Oran,Dep Oran,Mac Sonucu,ALT-UST
Charlotte FC , Vancouver W,0,0,0,0,1.58,3.6,4.7,0,ALT
NY City FC , Chicago Fire,0,0,0,0,1.45,4.1,5.2,0,ALT
Montreal Impact , Real Salt Lake,0,0,0,0,1.6,3.7,4.3,0,ALT
Barcelona , Villarreal,0,0,0,0,1.85,3.6,3.4,0,ALT
Sociedad , Atletico Madrid,0,0,0,0,2.5,2.9,2.65,0,ALT
Sevilla , Athletic Bilbao,0,0,0,0,2.65,2.95,2.45,0,ALT
Salernitana , Udinese,0,3,0,4,1.87,3.5,3.4,2,UST
Venezia , Cagliari,0,0,0,0,4.7,3.8,1.55,0,ALT
O'Higgins , Colo Colo,1,0,1,1,3.5,3.3,1.87,0,UST
Fortaleza , Fluminense,0,1,0,1,1.92,3.0,3.7,2,ALT
Corinthians , Sao Paulo,0,1,1,1,2.35,2.7,3.05,0,UST
Osasuna , Mallorca,0,0,0,2,2.8,3.0,2.3,2,ALT
Granada , Espanyol,0,0,0,0,1.4,4.3,5.8,0,ALT
Alaves , Cadiz,0,0,0,1,4.0,3.6,1.67,2,ALT
Hamarkameratene , Rosenborg,0,1,1,1,2.75,3.2,2.25,0,UST
Inter , Sampdoria,0,0,3,0,1.1,8.0,12.0,1,UST
Sassuolo , Milan,0,3,0,3,6.5,4.7,1.35,2,UST
Tromso , Viking FK,0,0,1,1,2.3,3.2,2.65,0,ALT
Stromsgodset , Valerenga,3,0,3,2,2.15,3.4,2.75,1,UST
Jerv , Odd BK,0,0,0,1,2.45,3.2,2.5,2,ALT
Haugesund , Bodo Glimt,0,3,1,4,4.0,3.5,1.7,2,UST
Sarpsborg , Aalesund,1,1,1,2,1.85,3.5,3.4,2,UST
Vitesse Arnhem , Utrecht,1,0,2,0,1.9,3.4,3.3,1,UST
Palestino Chile , Cobresal,2,0,3,1,2.05,3.2,3.1,1,UST
Elche , Getafe,1,1,3,1,3.0,2.65,2.4,1,UST
Kalmar , Djurgarden,0,0,1,0,2.9,2.9,2.3,1,ALT
Malmo , BK Hacken,0,0,1,2,1.67,3.6,4.0,2,UST
Burnley , Newcastle,0,1,1,2,2.35,3.0,2.75,2,UST
Brentford , Leeds,0,0,1,2,1.97,3.8,2.85,2,UST
Leicester , Southampton,0,0,4,1,1.6,3.8,4.2,1,UST
Brighton , West Ham,0,1,3,1,2.55,3.0,2.6,1,UST
Manchester City , Aston Villa,0,1,3,2,1.2,5.8,9.0,1,UST
Crystal Palace , Manchester Utd,1,0,1,0,2.9,3.3,2.1,1,ALT
Norwich , Tottenham,0,2,0,5,9.0,5.2,1.23,2,UST
Liverpool , Wolverhampton,1,1,3,1,1.1,8.0,11.0,1,UST
Arsenal , Everton,2,1,5,1,1.35,4.5,6.0,1,UST
Chelsea , Watford,1,0,2,1,1.15,6.0,12.0,1,UST
Hammarby , Norrkoping,1,0,3,0,1.9,3.3,3.6,1,UST
Elfsborg , IFK Gothenburg,2,1,3,1,1.45,4.0,5.5,1,UST
Varbergs , Degerfors,1,0,2,1,1.92,3.2,3.4,1,UST
Alkmaar , Heerenveen,1,0,2,0,1.55,3.8,4.7,1,UST
Thailand U23 , Vietnam U23,0,0,0,1,3.2,2.65,2.2,2,ALT
Spezia , Napoli,0,3,0,3,4.0,3.7,1.65,2,UST
Suwon City , Jeonbuk,0,0,0,1,4.0,3.6,1.7,2,ALT
Geylang , Hougang,0,0,0,0,2.4,3.6,2.35,0,ALT
Indonesia U23 , Malaysia U23,0,0,1,1,2.8,3.2,2.1,0,ALT
Daegu , Gangwon,1,0,3,0,2.05,3.1,3.3,1,UST
Jeju , Suwon,0,0,0,0,1.95,3.0,3.7,0,ALT
Jubilo Iwata , C Sapporo,1,1,1,2,3.0,2.9,2.25,2,UST
R Yamaguchi , Varen Nagasaki,0,2,1,2,3.0,2.9,2.25,2,UST
Machida Zelvia , Thespa Kusatsu,1,0,2,0,2.15,2.8,3.3,1,UST
Melbourne City , Adelaide,0,0,1,1,1.7,3.6,3.9,0,ALT
Tigres UANL , Club Atlas,0,1,4,2,1.6,3.3,5.2,1,UST
Union La Calera , La Serena,0,0,1,1,1.72,3.4,4.1,0,ALT
America Mineiro , Botafogo,1,0,1,1,2.5,2.85,2.7,0,UST
Cuiaba , Internacional,0,0,1,1,2.7,2.7,2.6,0,ALT
Nashville SC , Atlanta Utd,2,1,2,2,2.0,3.1,3.4,0,UST
FC Cincinnati , NE Revolution,1,2,2,3,2.25,3.4,2.6,2,UST
Columbus Crew , Los Angeles FC,0,0,0,2,1.97,3.1,3.4,2,ALT
DC United , Toronto FC,1,1,2,2,1.37,4.5,6.5,0,UST
Juventude , Palmeiras,0,2,0,3,4.3,3.1,1.75,2,UST
Univ de Chile , Huachipato,1,0,3,2,2.15,3.1,2.95,1,UST
Santos , Ceara,0,0,0,0,2.2,2.95,3.05,0,ALT
Flamengo , Goias Esporte,1,0,1,0,1.13,7.0,11.0,1,ALT
Goianiense , Coritiba,1,0,2,0,2.0,3.1,3.3,1,UST
Lorient , Troyes,0,1,1,1,2.1,3.2,2.95,0,UST
Angers SCO , Montpellier,1,0,2,0,2.0,3.3,3.1,1,UST
Clermont , Lyon,0,1,1,2,3.2,3.7,1.9,2,UST
Brest , Bordeaux,2,2,2,4,1.58,4.0,4.2,2,UST
Marseille , Strasbourg,1,0,4,0,2.1,3.05,3.1,1,UST
Nantes , St Etienne,1,0,1,1,2.3,3.3,2.6,0,UST
Lille , Rennes,1,1,2,2,3.2,3.4,1.92,0,UST
Reims , Nice,2,0,2,3,3.4,3.4,1.9,2,UST
Lens , Monaco,1,1,2,2,2.95,3.4,2.03,0,UST
Paris SG , Metz,3,0,5,0,1.1,8.5,11.0,1,UST
Audax Italiano , Univ Catolica,2,1,3,2,2.75,3.0,2.35,1,UST
Antofagasta , Everton VDM,0,1,2,2,2.35,2.95,2.8,0,UST
Lazio , Verona,2,2,3,3,1.85,3.4,3.5,0,UST
Fiorentina , Juventus,1,0,2,0,1.87,3.1,3.7,1,UST
Atalanta , Empoli,0,0,0,1,1.15,7.0,9.5,2,ALT
Freiburg , RB Leipzig,1,0,1,1,4.2,2.9,1.85,0,UST
Molde , Kristiansund,2,0,2,1,1.27,5.2,8.0,1,UST
Valencia , Celta de Vigo,1,0,2,0,2.45,3.05,2.6,1,UST
Helsingborg , Varnamo,1,0,1,4,2.9,3.0,2.25,2,UST
Genoa , Bologna,0,0,0,1,1.75,3.6,3.7,2,ALT
Sunderland , Wycombe,1,0,2,0,2.15,2.8,3.3,1,UST
Sandefjord , Lillestrom,1,3,1,4,3.7,3.5,1.77,2,UST
AIK Stockholm , Sirius,2,2,2,2,1.37,4.2,7.0,0,UST
FC Ryukyu , Ventforet Kofu,0,0,1,1,3.5,3.2,1.9,0,ALT
Avispa Fukuoka , Yokohama FM,0,0,1,0,3.2,3.1,2.03,1,ALT
Sangmu , Ulsan,0,2,0,2,3.05,3.3,2.03,2,UST
Tampines , L City Sailors,0,1,0,4,3.7,4.0,1.65,2,UST
Fagiano Okayama , Oita Trinita,0,0,1,0,2.55,2.7,2.75,1,ALT
Pohang , Incheon,2,0,2,0,1.8,3.2,4.0,1,UST
Sagan Tosu , Kawasaki F,0,0,0,0,3.0,2.9,2.25,0,ALT
Urawa Reds , Kashima Antlers,1,1,1,1,2.7,3.05,2.35,0,UST
Seoul , Seongnam,0,1,0,1,1.63,3.3,5.0,2,ALT
Melbourne Vict , Western United,1,1,1,4,1.9,3.3,3.4,2,UST
Mito Hollyhock , Grulla Morioka,1,0,3,0,1.45,4.0,5.5,1,UST
Shonan Bellmare , Vissel Kobe,1,0,2,1,2.5,2.9,2.65,1,UST
FC Tokyo , Kashiwa Reysol,0,0,0,0,2.25,2.9,3.0,0,ALT
Omiya Ardija , Vegalta Sendai,0,2,2,4,3.3,3.4,1.95,2,UST
Blaublitz Akita , Tokyo Verdy,0,1,3,3,3.6,3.1,1.9,0,UST
Z Kanazawa , M Yamagata,1,0,1,1,3.2,3.0,2.1,0,UST
Albirex Niigata , FC Yokohama,2,0,3,0,2.35,2.95,2.8,1,UST
Tokushima V , Tochigi SC,0,0,0,1,2.05,2.65,3.9,2,ALT
Shimizu S Pulse , Nagoya Grampus,0,1,1,2,3.05,2.8,2.3,2,UST
Cerezo Osaka , Gamba Osaka,0,1,3,1,1.8,3.4,3.7,1,UST
Roasso Kumamoto , JEF Utd Chiba,0,0,1,1,3.1,2.7,2.3,0,ALT
S Hiroshima , Kyoto Sanga,2,1,3,1,1.53,3.7,5.2,1,UST
Coquimbo Unido , Union Espanola,1,1,2,4,2.8,3.2,2.2,2,UST
Real Madrid , Real Betis,0,0,0,0,1.48,4.2,4.8,0,ALT
Vallecano , Levante,1,3,2,4,1.75,3.5,3.7,2,UST
Torino , Roma,0,2,0,3,3.3,3.3,1.97,2,UST
Tanjong Pagar , Bal Khalsa,1,0,1,0,1.7,3.7,3.7,1,ALT
Club America , Pachuca,0,0,1,1,2.05,2.95,3.4,0,ALT
Aston Villa , Burnley,0,1,1,1,1.9,3.2,3.7,0,UST
Chelsea , Leicester,1,1,1,1,1.4,4.5,5.8,0,UST
Utrecht , Vitesse Arnhem,2,0,3,1,1.95,3.3,3.3,1,UST
Everton , Crystal Palace,0,2,3,2,1.82,3.1,4.1,1,UST
Hertha Berlin , Hamburg,0,0,0,1,2.5,3.05,2.5,2,ALT
Heerenveen , Alkmaar,0,0,3,2,2.8,3.3,2.15,1,UST
Vietnam U23 , Malaysia U23,0,0,0,0,1.42,3.8,6.0,0,ALT
Thailand U23 , Indonesia U23,0,0,0,0,1.55,3.8,4.4,0,ALT
Los Angeles FC , Austin FC,0,1,1,2,1.53,4.0,4.7,2,UST
San Jose Quakes , Portland T,2,1,3,2,2.0,3.2,3.2,1,UST
Vancouver W , FC Dallas,0,1,2,1,3.2,3.3,1.95,1,UST
Club Atlas , Tigres UANL,1,0,3,0,2.7,2.7,2.6,1,UST
Sporting KC , Colorado Rapids,1,1,2,1,2.45,3.05,2.6,1,UST
Nashville SC , Montreal Impact,1,0,2,1,2.03,3.0,3.3,1,UST
Houston Dynamo , Seattle Sndrs,0,1,0,1,2.6,2.9,2.55,2,ALT
Minnesota Utd , LA Galaxy,0,0,1,1,2.2,3.3,2.7,0,ALT
NY Red Bulls , Chicago Fire,1,1,3,3,1.53,3.7,5.2,0,UST
DC United , NY City FC,0,2,0,2,3.0,3.3,2.05,2,UST
Philadelphia U , Inter Miami,0,0,0,0,1.37,4.2,7.0,0,ALT
E Frankfurt , Glasgow Rangers,0,0,1,1,2.15,3.2,3.0,0,ALT
Darul Takzim FC , Pahang,1,2,2,2,1.13,7.0,10.0,0,UST
Urawa Reds , Yokohama FM,0,3,3,3,2.35,3.3,2.55,0,UST
Seongnam , Suwon City,1,0,2,2,2.3,2.95,2.85,0,UST
Gangwon , Seoul,1,0,1,0,2.6,2.95,2.5,1,ALT
Vissel Kobe , Kawasaki F,0,0,0,1,3.8,3.4,1.75,2,ALT
Pohang , Jeonbuk,0,1,0,1,2.7,3.05,2.4,2,ALT
Ulsan , Jeju,0,0,1,0,1.87,3.2,3.7,1,ALT
Omiya Ardija , Grulla Morioka,0,0,0,1,1.6,3.6,4.5,2,ALT
Gamba Osaka , Kashima Antlers,0,1,1,3,4.2,3.8,1.6,2,UST
Oita Trinita , Cerezo Osaka,2,1,3,3,3.7,3.5,1.77,0,UST
FC Tokyo , Avispa Fukuoka,0,0,0,0,2.55,2.7,2.75,0,ALT
C Sapporo , Sagan Tosu,0,0,1,1,2.03,3.3,3.05,0,ALT
Kashiwa Reysol , Kyoto Sanga,0,0,0,1,2.1,3.1,3.1,2,ALT
Shimizu S Pulse , S Hiroshima,1,0,2,1,3.05,3.2,2.05,1,UST
Tokushima V , Nagoya Grampus,0,2,0,2,3.8,2.9,2.0,2,UST
Shonan Bellmare , Jubilo Iwata,0,0,1,0,1.72,3.2,4.3,1,ALT
Adelaide , Melbourne City,0,0,0,0,2.95,3.1,2.2,0,ALT
Flamengo , Univ Catolica,2,0,3,0,1.22,6.0,7.5,1,UST
Goianiense , Antofagasta,1,0,1,0,1.28,4.8,7.5,1,ALT
Bragantino , Estudiantes,0,0,0,1,1.8,3.2,3.9,2,ALT
Nottingham , Sheffield Utd,1,0,1,2,1.95,3.4,3.05,2,UST
Southampton , Liverpool,1,1,1,2,6.5,5.8,1.27,2,UST
Kedah , Negeri Sembilan,0,0,0,0,1.72,3.6,3.7,0,ALT
Penang , Sabah,0,1,2,4,2.5,3.2,2.4,2,UST
Sarawak United , Kuala Lumpur,1,1,1,2,3.7,3.3,1.82,2,UST
Incheon , Daegu,1,1,2,2,3.3,3.0,2.05,0,UST
Suwon , Sangmu,1,0,2,1,2.7,2.7,2.65,1,UST
Western United , Melbourne Vict,0,0,0,1,3.5,3.4,1.9,2,ALT
Curico Unido , Audax Italiano,2,1,4,1,1.92,3.0,3.7,1,UST
Newcastle , Arsenal,0,0,2,0,3.7,3.8,1.72,1,ALT
Huddersfield , Luton,0,0,1,0,1.9,3.0,3.7,1,ALT
Juventus , Lazio,2,0,2,2,1.9,3.4,3.6,0,UST
Valerenga , Hamarkameratene,0,0,1,1,1.58,3.8,4.4,0,ALT
Djurgarden , Malmo,2,0,4,0,1.7,3.5,4.0,1,UST
Sampdoria , Fiorentina,2,0,4,1,5.2,3.8,1.5,1,UST
Bodo Glimt , Tromso,0,0,1,1,1.55,3.8,4.7,0,ALT
Aalesund , Molde,0,2,0,2,2.75,3.4,2.15,2,UST
Lillestrom , Sarpsborg,0,0,1,0,1.97,3.5,3.05,1,ALT
Viking FK , Jerv,0,0,3,0,1.12,7.5,12.0,1,UST
Kristiansund , Stromsgodset,0,2,0,3,2.1,3.4,2.85,2,UST
Rosenborg , Sandefjord,1,0,3,0,1.3,4.7,8.0,1,UST
Odd BK , Haugesund,0,2,0,4,1.92,3.3,3.3,2,UST
Laos U23 , Thailand U23,0,1,0,1,19.0,9.5,1.01,2,ALT
Malaysia U23 , Cambodia U23,0,1,2,2,1.18,5.5,9.0,0,UST
Tigres UANL , Cruz Azul,0,1,0,1,2.05,3.0,3.3,2,ALT
Club Atlas , Guadalajara,1,0,1,1,2.6,2.75,2.65,0,UST
Goias Esporte , Santos,1,0,1,0,2.9,2.85,2.35,1,ALT
Huachipato , Nublense,0,1,1,3,2.55,3.1,2.45,2,UST
Avai , Juventude,1,1,1,2,2.2,2.8,3.2,2,UST
Botafogo , Fortaleza,1,1,3,1,2.25,2.85,3.05,1,UST
Coritiba , America Mineiro,1,0,1,0,2.1,2.9,3.3,1,ALT
Seattle Sndrs , Minnesota Utd,0,1,3,1,1.58,3.8,4.5,1,UST
Sao Paulo , Cuiaba,0,1,2,1,1.45,3.7,6.5,1,UST
Cagliari , Inter,0,1,1,3,8.0,4.8,1.3,2,UST
Cobresal , O'Higgins,0,0,2,0,1.5,3.8,5.2,1,ALT
Atlanta Utd , NE Revolution,1,1,2,2,2.05,3.4,2.9,0,UST
Celta de Vigo , Elche,1,0,1,0,1.3,4.7,8.0,1,ALT
Mallorca , Vallecano,1,0,2,1,1.7,3.1,4.7,1,UST
Villarreal , Sociedad,1,0,1,2,2.05,3.1,3.2,2,UST
Atletico Madrid , Sevilla,1,0,1,1,1.92,2.8,4.1,0,UST
Cadiz , Real Madrid,1,1,1,1,2.8,3.2,2.2,0,UST
Athletic Bilbao , Osasuna,1,0,2,0,1.35,4.3,7.0,1,UST
Real Betis , Granada,1,0,2,0,1.5,4.1,4.8,1,UST
Getafe , Barcelona,0,0,0,0,3.5,3.2,1.9,0,ALT
Levante , Alaves,0,1,3,1,2.7,3.5,2.15,1,UST
Milan , Atalanta,0,0,2,0,1.82,3.3,3.8,1,ALT
IFK Gothenburg , Varbergs,1,0,1,1,1.95,3.1,3.5,0,UST
Norrkoping , Sundsvall,4,0,5,1,1.23,5.5,9.0,1,UST
Degerfors , Helsingborg,1,0,2,1,2.3,3.1,2.7,1,UST
Everton , Brentford,2,1,2,3,1.72,3.5,4.0,2,UST
Napoli , Genoa,1,0,3,0,1.53,4.0,4.5,1,UST
BK Hacken , Kalmar,1,1,3,1,1.6,3.7,4.3,1,UST
Hammarby , AIK Stockholm,2,1,3,3,2.15,3.05,3.05,0,UST
Wolverhampton , Norwich,0,1,1,1,1.48,4.0,5.2,0,UST
West Ham , Manchester City,2,0,2,2,6.0,4.8,1.35,0,UST
Watford , Leicester,1,2,1,5,4.5,3.6,1.58,2,UST
Aston Villa , Crystal Palace,0,0,1,1,1.77,3.2,4.0,0,ALT
Leeds , Brighton,0,1,1,1,2.45,3.1,2.55,0,UST
Heerenveen , Go Ahead Eagles,1,0,3,1,1.63,3.8,4.1,1,UST
Groningen , Cambuur,0,1,2,3,1.53,4.0,5.2,2,UST
Alkmaar , Waalwijk,1,1,1,3,1.2,6.0,9.5,2,UST
Willem II , Utrecht,1,0,3,0,2.05,3.5,2.85,1,UST
Feyenoord , Twente Enschede,0,2,1,2,1.4,4.8,5.2,2,UST
Heracles , Sparta Rotterdam,0,1,1,3,2.3,2.7,3.1,2,UST
Zwolle , PSV,1,1,1,2,6.5,5.0,1.33,2,UST
Nijmegen , Fortuna Sittard,0,1,0,1,1.87,3.7,3.2,2,ALT
Vitesse Arnhem , Ajax,0,1,2,2,4.2,4.3,1.53,0,UST
Tottenham , Burnley,1,0,1,0,1.2,5.2,11.0,1,ALT
Bologna , Sassuolo,0,1,1,3,2.25,3.6,2.5,2,UST
Seoul , Pohang,0,0,1,0,2.45,2.95,2.65,1,ALT
Indonesia U23 , Myanmar U23,3,0,3,1,1.63,3.6,4.0,1,UST
Jeonbuk , Gangwon,0,0,1,1,1.53,3.7,5.2,0,ALT
Adelaide , Central Coast,1,0,3,1,2.03,3.3,3.05,1,UST
JEF Utd Chiba , Blaublitz Akita,0,0,0,1,1.95,2.8,4.0,2,ALT
Suwon City , Jeju,1,0,1,3,3.5,3.4,1.9,2,UST
Vegalta Sendai , Z Kanazawa,1,0,4,1,2.1,3.1,3.2,1,UST
FC Yokohama , Tokushima V,1,0,2,1,2.15,2.85,3.2,1,UST
Fagiano Okayama , Thespa Kusatsu,0,0,0,1,1.92,2.95,3.8,2,ALT
Machida Zelvia , Albirex Niigata,1,0,2,1,2.25,2.8,3.1,1,UST
LA Galaxy , FC Dallas,0,3,1,3,1.72,3.4,4.1,2,UST
Portland T , Sporting KC,1,0,7,2,1.82,3.3,3.7,1,UST
Real Salt Lake , Austin FC,0,1,2,1,2.2,3.1,2.85,1,UST
Pachuca , San Luis,0,0,3,2,1.77,3.3,3.8,1,UST
Houston Dynamo , Nashville SC,1,0,2,0,2.2,2.9,3.05,1,UST
Chicago Fire , FC Cincinnati,0,1,1,2,1.82,3.4,3.6,2,UST
Inter Miami , DC United,2,1,2,2,2.45,3.05,2.6,0,UST
Fluminense , Atl Paranaense,1,0,2,1,1.95,2.85,3.8,1,UST
Philadelphia U , NY Red Bulls,0,0,1,1,2.1,3.0,3.2,0,ALT
Vancouver W , San Jose Quakes,0,0,3,3,2.35,3.2,2.6,0,UST
Charlotte FC , Montreal Impact,0,1,0,2,2.35,3.1,2.65,2,UST
NY City FC , Columbus Crew,1,0,2,0,1.55,3.7,4.8,1,UST
Club America , Puebla,1,1,3,2,1.67,3.3,4.4,1,UST
