Ev Sahibi,Deplasman Takımı,Ev IY,Dep IY,Ev MS,Dep MS,Ev Oran,Beraberlik Oran,Dep Oran,Mac Sonucu,ALT-UST
Fluminense , Santos,0,0,0,0,1.72,3.05,4.7,0,ALT
Real Madrid , Getafe,1,0,2,0,1.37,4.1,7.5,1,UST
Clermont , Paris SG,1,2,1,6,11.0,5.5,1.2,2,UST
Nijmegen , Twente Enschede,0,0,0,2,3.2,3.4,1.95,2,ALT
Inter Miami , NE Revolution,2,1,3,2,2.8,3.3,2.15,1,UST
Everton VDM , Huachipato,0,0,0,1,2.05,2.95,3.4,2,ALT
Cagliari , Juventus,1,1,1,2,5.2,3.7,1.53,2,UST
Ajax , Sparta Rotterdam,0,1,2,1,1.1,8.0,11.0,1,UST
Orlando City , Chicago Fire,0,0,1,0,1.85,3.2,3.7,1,ALT
Utrecht , Fortuna Sittard,1,0,1,1,1.35,4.5,7.0,0,UST
Villarreal , Athletic Bilbao,0,1,1,1,2.45,2.95,2.65,0,UST
Hertha Berlin , Union Berlin,0,1,1,4,3.1,2.9,2.2,2,UST
Aston Villa , Tottenham,0,1,0,4,3.6,3.6,1.77,2,UST
Inter , Verona,2,0,2,0,1.35,4.3,7.0,1,UST
Degerfors , BK Hacken,0,1,1,2,2.6,3.2,2.35,2,UST
Reims , Rennes,0,2,2,3,4.7,3.05,1.75,2,UST
Mallorca , Atletico Madrid,0,0,1,0,3.8,2.95,1.92,1,ALT
Watford , Leeds,0,1,0,3,2.6,3.1,2.4,2,UST
Southampton , Chelsea,0,4,0,6,3.5,3.5,1.87,2,UST
Arsenal , Brighton,0,1,1,2,1.5,3.5,5.8,2,UST
Swansea , Derby,2,1,2,1,1.97,3.3,3.3,1,UST
West Bromwich , Stoke City,0,1,1,3,1.87,3.2,3.7,2,UST
Preston , QPR,1,0,2,1,2.0,3.0,3.5,1,UST
Bristol City , Peterborough,1,0,1,1,1.72,3.6,3.8,0,UST
Middlesbrough , Hull City,0,0,0,1,1.48,3.9,5.2,2,ALT
Reading , Cardiff,1,0,1,2,2.1,3.1,3.1,2,UST
Blackburn , Blackpool,1,0,1,1,1.7,3.4,4.2,0,UST
Nottingham , Birmingham,1,0,2,0,1.55,3.6,5.0,1,UST
Millwall , Barnsley,1,0,4,1,1.72,3.2,4.3,1,UST
Lillestrom , Jerv,2,0,4,0,1.33,4.5,7.5,1,UST
Oxford United , Sunderland,1,1,1,2,2.45,3.2,2.5,2,UST
Bolton , Sheffield Wed,0,0,1,1,3.3,3.2,1.97,0,ALT
Cheltenham , Portsmouth,0,0,1,0,2.75,3.1,2.3,1,ALT
Shrewsbury , Ipswich,0,1,1,1,3.1,2.8,2.25,0,UST
Rotherham , Charlton,0,0,0,1,1.5,3.8,5.2,2,ALT
Gillingham , Wycombe,0,1,1,1,4.1,3.5,1.67,0,UST
Lincoln City , Wigan,1,2,1,3,4.1,3.05,1.82,2,UST
Burton Albion , Plymouth,0,0,0,0,2.95,3.2,2.1,0,ALT
Cambridge , Morecambe,1,0,2,1,2.65,3.1,2.35,1,UST
AFC Wimbledon , MK Dons,1,0,1,1,3.7,3.05,1.9,0,UST
Doncaster , Crewe Alexandra,1,0,2,0,2.4,3.0,2.7,1,UST
Fleetwood , Accrington,1,0,1,2,2.55,3.1,2.45,2,UST
Pahang , Petaling Jaya,1,0,1,1,1.75,3.3,4.0,0,UST
Penang , Negeri Sembilan,1,1,1,1,1.9,3.1,3.7,0,UST
Kuala Lumpur , Malacca,2,0,2,0,2.1,3.05,3.1,1,UST
Greuther Furth , Monchengladbach,0,2,0,2,4.1,3.6,1.65,2,UST
Cologne , Mainz,0,1,3,2,2.5,3.05,2.5,1,UST
Wolfsburg , Bielefeld,2,0,4,0,1.63,3.5,4.5,1,UST
Bayern Munich , Augsburg,0,0,1,0,1.1,7.5,12.0,1,ALT
Empoli , Spezia,0,0,0,0,1.82,3.2,3.9,0,ALT
Sundsvall , Hammarby,1,4,1,5,4.5,3.9,1.55,2,UST
Tampines , Albirex,3,2,3,3,3.0,3.5,1.97,0,UST
L City Sailors , Tanjong Pagar,3,0,6,1,1.37,4.4,5.8,1,UST
Cadiz , Real Betis,0,0,1,2,3.2,3.1,2.03,2,UST
Sheffield Utd , Bournemouth,0,0,0,0,2.4,2.95,2.75,0,ALT
Everton , Manchester Utd,1,0,1,0,4.1,3.6,1.7,1,ALT
Kawasaki F , Kashiwa Reysol,1,0,1,0,1.95,3.2,3.5,1,ALT
Central Coast , Sydney FC,0,1,0,5,2.65,3.2,2.3,2,UST
Melbourne Vict , Melbourne City,3,0,3,0,3.5,3.3,1.95,1,UST
FC Ryukyu , Fagiano Okayama,2,1,3,3,4.2,3.05,1.8,0,UST
Ulsan , Daegu,0,1,3,1,1.53,3.6,5.2,1,UST
Western Sydney , Brisbane Roar,1,0,1,1,2.1,3.1,3.1,0,UST
Tokyo Verdy , Roasso Kumamoto,1,1,2,3,1.82,3.3,3.7,2,UST
Omiya Ardija , Ventforet Kofu,1,1,1,3,3.1,2.95,2.15,2,UST
Varen Nagasaki , Machida Zelvia,1,0,1,0,2.4,2.75,2.9,1,ALT
Seongnam , Jeonbuk,0,1,0,4,3.7,3.1,1.9,2,UST
Western United , Wellington,0,3,1,4,1.65,3.6,4.2,2,UST
Grulla Morioka , Thespa Kusatsu,0,0,0,1,2.6,2.7,2.7,2,ALT
Mazatlan , Cruz Azul,1,0,1,1,2.3,3.0,2.8,0,UST
Puebla , UNAM Mexico,2,1,2,2,1.77,3.5,3.7,0,UST
Newcastle , Wolverhampton,0,0,1,0,1.9,3.1,3.7,1,ALT
Sevilla , Granada,1,1,4,2,1.37,4.1,7.5,1,UST
Lorient , St Etienne,2,2,6,2,2.0,2.95,3.5,1,UST
Stuttgart , Dortmund,0,1,0,2,3.9,3.6,1.75,2,UST
Go Ahead Eagles , Willem II,2,0,4,0,1.82,3.3,3.9,1,UST
Adelaide , Macarthur,1,0,1,0,2.1,3.5,2.75,1,ALT
Club Atlas , Necaxa,1,0,2,1,1.95,2.8,4.0,1,UST
Pachuca , Tigres UANL,0,0,2,1,1.87,3.3,3.5,1,UST
West Ham , Lyon,0,0,1,1,1.85,3.4,3.6,0,ALT
Braga , Glasgow Rangers,1,0,1,0,1.87,3.3,3.6,1,ALT
E Frankfurt , Barcelona,0,0,1,1,4.1,3.6,1.72,0,ALT
RB Leipzig , Atalanta,0,1,1,1,1.67,3.5,4.2,0,UST
Tijuana , San Luis,0,0,1,1,1.85,3.05,3.9,0,ALT
Toluca , Monterrey,1,2,2,2,3.5,3.2,1.9,0,UST
Chelsea , Real Madrid,1,2,1,3,2.1,3.2,2.95,2,UST
Villarreal , Bayern Munich,1,0,1,0,5.0,4.2,1.45,1,ALT
West Bromwich , Bournemouth,2,0,2,0,2.6,2.95,2.5,1,UST
Middlesbrough , Fulham,0,0,0,1,3.0,3.2,2.1,2,ALT
Nottingham , Coventry,1,0,2,0,1.82,3.4,3.6,1,UST
Burnley , Everton,1,2,3,2,2.35,3.0,2.7,1,UST
Augsburg , Mainz,1,0,2,1,2.95,3.1,2.2,1,UST
Molde , Stromsgodset,0,0,3,0,1.37,4.4,6.5,1,UST
Petaling Jaya , Terengganu,3,0,3,0,4.3,3.4,1.67,1,UST
Kedah , Pahang,0,0,1,0,1.55,3.7,4.8,1,ALT
Kuala Lumpur , Darul Takzim FC,0,1,0,3,8.5,4.8,1.28,2,UST
Tampines , Tanjong Pagar,2,0,3,3,1.58,4.0,4.1,0,UST
Young Lions , L City Sailors,0,1,0,1,11.0,6.5,1.15,2,ALT
Perth Glory , Melbourne Vict,0,0,0,1,4.3,3.5,1.65,2,ALT
Nagoya Grampus , Shonan Bellmare,0,1,2,1,1.9,2.85,4.2,1,UST
Urawa Reds , Shimizu S Pulse,1,0,1,1,1.8,3.2,4.1,0,UST
Pohang , Suwon City,1,0,2,0,1.97,3.1,3.4,1,UST
Seoul , Gangwon,0,1,2,2,2.2,2.9,3.1,0,UST
S Hiroshima , Yokohama FM,1,0,2,0,2.45,3.05,2.6,1,UST
FC Tokyo , Vissel Kobe,0,1,3,1,2.05,3.1,3.2,1,UST
Jubilo Iwata , Kawasaki F,0,0,1,1,4.1,3.5,1.67,0,ALT
Avispa Fukuoka , Kashima Antlers,0,0,0,1,3.7,3.05,1.95,2,ALT
Sagan Tosu , C Sapporo,1,0,5,0,2.75,3.0,2.35,1,UST
Seongnam , Sangmu,0,2,0,3,2.8,2.75,2.5,2,UST
Kyoto Sanga , Gamba Osaka,1,0,1,1,2.2,3.05,2.9,0,UST
Melbourne City , Sydney FC,1,0,4,0,1.58,4.0,4.2,1,UST
Manchester City , Atletico Madrid,0,0,1,0,1.3,4.5,7.5,1,ALT
Benfica , Liverpool,0,2,1,3,6.0,4.4,1.37,2,UST
Bolton , Portsmouth,0,0,1,1,2.3,3.0,2.8,0,ALT
Reading , Stoke City,1,1,2,1,2.55,2.95,2.55,1,UST
Morecambe , Oxford United,2,1,2,1,3.2,3.4,1.92,1,UST
MK Dons , Crewe Alexandra,2,0,2,1,1.3,4.4,9.0,1,UST
Cambridge , Wycombe,0,1,1,4,4.2,3.3,1.72,2,UST
Fleetwood , Lincoln City,1,0,1,1,2.5,3.1,2.5,0,UST
AFC Wimbledon , Charlton,0,0,1,1,2.9,2.95,2.3,0,ALT
Wigan , Accrington,2,0,3,0,1.53,3.7,5.0,1,UST
Millwall , Swansea,0,0,0,1,1.97,3.05,3.5,2,ALT
Sheffield Utd , QPR,1,0,1,0,1.6,3.5,4.8,1,ALT
Peterborough , Luton,0,0,1,1,4.1,3.5,1.72,0,ALT
Preston , Blackpool,1,0,1,0,2.03,2.95,3.4,1,ALT
Negeri Sembilan , Selangor,0,1,2,2,3.4,3.3,1.9,0,UST
Malacca , Sabah,0,1,0,1,1.97,3.2,3.3,2,ALT
Sarawak United , Penang,0,0,1,1,3.05,3.3,2.05,0,ALT
Bal Khalsa , Hougang,1,0,2,1,3.2,3.8,1.82,1,UST
Geylang , Albirex,2,2,2,2,5.8,4.2,1.4,0,UST
Jeju , Ulsan,1,1,1,2,3.7,3.0,1.95,2,UST
Daegu , Incheon,0,1,1,2,2.4,2.85,2.8,2,UST
Suwon , Jeonbuk,0,0,0,1,3.4,3.1,2.0,2,ALT
Cerezo Osaka , Kashiwa Reysol,0,1,0,1,2.0,3.2,3.3,2,ALT
Central Coast , Wellington,2,0,5,0,1.97,3.4,3.1,1,UST
Curico Unido , Palestino Chile,0,0,0,0,2.0,3.4,3.0,0,ALT
Crystal Palace , Arsenal,2,0,3,0,3.8,3.1,1.9,1,UST
Sociedad , Espanyol,0,0,1,0,1.48,3.7,6.0,1,ALT
Milan , Bologna,0,0,0,0,1.23,5.0,11.0,0,ALT
Djurgarden , Degerfors,1,0,3,1,1.33,4.5,7.5,1,UST
Elfsborg , Mjallby AIF,0,0,0,2,1.55,3.7,4.8,2,ALT
Verona , Genoa,1,0,1,0,1.8,3.1,4.1,1,ALT
Tigres UANL , Tijuana,0,0,2,0,1.55,3.7,4.8,1,ALT
Santos Laguna , Pachuca,1,0,3,1,2.45,3.05,2.6,1,UST
Club Leon , Queretaro,0,1,1,1,1.85,3.1,3.8,0,UST
Audax Italiano , Union Espanola,0,0,0,1,2.5,3.0,2.55,2,ALT
Portland T , LA Galaxy,0,2,1,3,2.1,3.4,2.85,2,UST
Barcelona , Sevilla,0,0,1,0,1.37,4.2,7.0,1,ALT
Huachipato , Cobresal,0,0,1,0,2.2,3.3,2.75,1,ALT
Juventus , Inter,0,1,0,1,2.7,3.0,2.4,2,ALT
Paris SG , Lorient,2,0,5,1,1.1,7.5,15.0,1,UST
Bodo Glimt , Rosenborg,0,1,2,2,1.42,4.1,6.0,0,UST
Toluca , Puebla,2,1,2,1,3.1,3.05,2.1,1,UST
Granada , Vallecano,0,2,2,2,2.55,2.85,2.65,0,UST
Valencia , Cadiz,0,0,0,0,1.9,3.05,3.7,0,ALT
Sampdoria , Roma,0,1,0,1,4.7,3.5,1.63,2,ALT
Sarpsborg , Viking FK,0,0,0,1,2.25,3.2,2.75,2,ALT
Odd BK , Tromso,1,0,2,0,2.2,3.05,2.95,1,UST
Jerv , Stromsgodset,0,0,1,0,3.05,3.2,2.05,1,ALT
Haugesund , Sandefjord,0,3,1,3,1.87,3.3,3.5,2,UST
Aalesund , Kristiansund,0,0,1,0,2.05,3.4,2.95,1,ALT
Tottenham , Newcastle,1,1,5,1,1.4,4.2,6.0,1,UST
Monchengladbach , Mainz,1,0,1,1,2.25,3.2,2.75,0,UST
Norrkoping , Varbergs,0,0,0,1,1.7,3.5,4.0,2,ALT
Kalmar , Malmo,0,0,0,1,4.2,3.3,1.72,2,ALT
Lyon , Angers SCO,1,0,3,2,1.35,4.5,7.0,1,UST
Cambuur , Nijmegen,1,1,1,2,2.25,3.3,2.65,2,UST
Real Betis , Osasuna,2,0,4,1,1.82,3.3,3.7,1,UST
Birmingham , West Bromwich,0,0,1,0,3.5,3.1,1.97,1,ALT
Augsburg , Wolfsburg,1,0,3,0,2.4,3.05,2.65,1,UST
West Ham , Everton,1,0,2,1,1.67,3.5,4.1,1,UST
Atalanta , Napoli,0,2,1,3,2.1,3.1,3.1,2,UST
Udinese , Cagliari,2,1,5,1,1.87,3.1,3.8,1,UST
St Etienne , Marseille,1,1,2,4,3.2,2.9,2.15,2,UST
Troyes , Reims,0,0,1,0,2.45,2.6,3.0,1,ALT
Clermont , Nantes,0,1,2,3,2.5,2.9,2.65,2,UST
Metz , Monaco,0,0,1,2,6.5,3.9,1.42,2,UST
Montpellier , Brest,0,0,1,2,1.97,3.2,3.3,2,UST
IFK Gothenburg , Varnamo,1,0,2,1,1.67,3.4,4.4,1,UST
Sirius , Sundsvall,0,1,2,1,1.63,3.6,4.3,1,UST
Fortuna Sittard , Heracles,0,0,0,2,2.1,3.1,3.1,2,ALT
Sparta Rotterdam , Heerenveen,0,0,1,1,2.15,3.0,3.1,0,ALT
Athletic Bilbao , Elche,1,0,2,1,1.37,4.1,6.5,1,UST
Strasbourg , Lens,0,0,1,0,2.0,3.2,3.2,1,ALT
Fiorentina , Empoli,0,0,1,0,1.5,3.9,5.0,1,ALT
Zwolle , Go Ahead Eagles,0,0,0,1,1.92,3.1,3.6,2,ALT
Macarthur , Perth Glory,1,2,4,2,1.55,3.5,5.0,1,UST
Tokyo Verdy , Oita Trinita,1,0,1,0,1.85,3.5,3.3,1,ALT
Pohang , Seoul,1,0,1,1,2.2,2.9,3.1,0,UST
Brisbane Roar , Newcastle Jets,0,0,2,0,2.05,3.1,3.2,1,ALT
Tochigi SC , Z Kanazawa,0,1,0,2,3.3,2.55,2.35,2,UST
M Yamagata , Fagiano Okayama,0,0,0,1,2.1,3.0,3.2,2,ALT
Ventforet Kofu , Vegalta Sendai,1,1,2,3,1.82,3.1,4.0,2,UST
Tokushima V , Varen Nagasaki,0,0,0,0,2.55,2.75,2.75,0,ALT
R Yamaguchi , Omiya Ardija,0,0,1,0,2.25,2.95,2.95,1,ALT
Thespa Kusatsu , Mito Hollyhock,1,0,2,1,4.2,3.1,1.77,1,UST
Machida Zelvia , JEF Utd Chiba,0,0,1,1,2.15,2.7,3.5,0,ALT
FC Yokohama , FC Ryukyu,3,1,3,1,1.45,4.0,6.0,1,UST
Suwon City , Seongnam,1,2,3,4,2.4,2.7,3.0,2,UST
Blaublitz Akita , Grulla Morioka,2,1,3,1,2.35,2.8,2.95,1,UST
Roasso Kumamoto , Albirex Niigata,1,1,1,2,2.9,2.9,2.3,2,UST
Juarez , UNAM Mexico,0,0,0,1,2.75,2.85,2.45,2,ALT
Inter Miami , Houston Dynamo,0,0,1,3,2.15,3.2,2.9,2,UST
Colorado Rapids , Real Salt Lake,0,1,1,1,1.58,3.7,4.7,0,UST
Necaxa , Club America,0,0,0,1,2.8,2.9,2.35,2,ALT
Vancouver W , Sporting KC,0,0,1,0,2.5,3.0,2.55,1,ALT
Minnesota Utd , Seattle Sndrs,0,1,1,2,2.05,3.2,3.1,2,UST
NE Revolution , NY Red Bulls,0,0,0,1,2.2,3.1,2.85,2,ALT
Orlando City , Los Angeles FC,2,2,2,4,2.35,3.1,2.65,2,UST
Philadelphia U , Charlotte FC,1,0,2,0,1.42,4.1,6.0,1,UST
San Jose Quakes , Austin FC,0,1,2,2,2.3,3.2,2.65,0,UST
DC United , Atlanta Utd,0,0,0,1,2.1,3.1,3.05,2,ALT
Cruz Azul , Club Atlas,1,0,1,0,2.3,2.75,3.1,1,ALT
Columbus Crew , Nashville SC,0,1,0,1,1.85,3.2,3.9,2,ALT
Univ Catolica , Univ de Chile,2,0,2,1,1.7,3.4,4.2,1,UST
Toronto FC , NY City FC,2,0,2,1,3.2,3.4,1.95,1,UST
FC Cincinnati , Montreal Impact,2,3,3,4,2.25,3.2,2.75,2,UST
Chicago Fire , FC Dallas,0,0,0,0,1.97,3.1,3.5,0,ALT
Atletico Madrid , Alaves,1,0,4,1,1.33,4.2,9.0,1,UST
Feyenoord , Willem II,0,0,2,0,1.1,8.0,13.0,1,ALT
Salernitana , Torino,0,1,0,1,3.2,3.05,2.05,2,ALT
Alkmaar , Vitesse Arnhem,1,0,3,1,1.6,3.5,4.8,1,UST
Waalwijk , Utrecht,0,1,1,1,3.4,3.3,1.92,0,UST
Nublense , Antofagasta,0,0,1,1,1.8,3.4,3.7,0,ALT
Lille , Bordeaux,0,0,0,0,1.4,4.1,6.5,0,ALT
Twente Enschede , PSV,3,1,3,3,3.3,3.3,1.92,0,UST
Manchester Utd , Leicester,0,0,1,1,1.45,4.2,5.0,0,ALT
Dortmund , RB Leipzig,0,2,1,4,2.03,3.5,2.95,2,UST
Celta de Vigo , Real Madrid,0,1,1,2,4.0,3.5,1.72,2,UST
Lazio , Sassuolo,1,0,2,1,1.45,4.2,5.2,1,UST
Molde , Valerenga,0,0,1,0,1.7,3.8,3.7,1,ALT
BK Hacken , AIK Stockholm,2,1,4,2,2.4,2.9,2.8,1,UST
Nice , Rennes,0,0,1,1,2.65,2.95,2.45,0,ALT
Groningen , Ajax,1,2,1,3,10.0,5.5,1.22,2,UST
Levante , Villarreal,0,0,2,0,4.5,3.9,1.55,1,ALT
Leeds , Southampton,1,0,1,1,2.25,3.3,2.65,0,UST
Brighton , Norwich,0,0,0,0,1.45,3.8,6.5,0,ALT
Burnley , Manchester City,0,2,0,2,12.0,5.5,1.18,2,UST
Chelsea , Brentford,0,0,1,4,1.33,4.2,7.5,2,UST
Wolverhampton , Aston Villa,2,0,2,1,2.8,2.85,2.4,1,UST
Coventry , Blackburn,1,0,2,2,2.05,3.1,3.2,0,UST
Cardiff , Swansea,0,1,0,4,2.05,3.1,3.2,2,UST
Stoke City , Sheffield Utd,0,0,1,0,2.85,2.95,2.3,1,ALT
Barnsley , Reading,1,0,1,1,2.45,2.95,2.65,0,UST
Derby , Preston,0,0,1,0,2.55,2.75,2.75,1,ALT
Luton , Millwall,1,1,2,2,2.1,2.9,3.3,0,UST
Peterborough , Middlesbrough,0,1,0,4,4.8,3.7,1.55,2,UST
QPR , Fulham,0,1,0,2,5.0,3.9,1.5,2,UST
Bournemouth , Bristol City,1,1,3,2,1.4,4.1,6.5,1,UST
MK Dons , Shrewsbury,1,0,2,0,1.85,2.85,4.3,1,UST
Plymouth , Oxford United,0,0,1,0,2.2,3.4,2.65,1,ALT
Charlton , Lincoln City,0,1,1,2,1.97,3.2,3.3,2,UST
Sunderland , Gillingham,0,0,1,0,1.37,4.2,7.0,1,ALT
Crewe Alexandra , Fleetwood,1,1,1,3,2.6,2.95,2.5,2,UST
Wycombe , Doncaster,1,0,2,0,1.28,5.2,7.5,1,UST
Accrington , Cheltenham,2,1,4,4,1.97,3.4,3.1,0,UST
Ipswich , Cambridge,0,0,0,1,1.3,4.4,9.0,2,ALT
Morecambe , Burton Albion,2,0,3,0,2.8,3.2,2.2,1,UST
Sheffield Wed , AFC Wimbledon,1,1,2,1,1.33,4.5,7.5,1,UST
Hamarkameratene , Lillestrom,2,0,2,2,2.45,3.1,2.55,0,UST
Bielefeld , Stuttgart,0,1,1,1,3.1,2.95,2.15,0,UST
Leverkusen , Hertha Berlin,2,1,2,1,1.37,4.3,6.5,1,UST
E Frankfurt , Greuther Furth,0,0,0,0,1.25,4.8,10.0,0,ALT
Hoffenheim , Bochum,0,1,1,2,1.42,4.2,6.0,2,UST
Freiburg , Bayern Munich,0,0,1,4,5.8,4.2,1.42,2,UST
Spezia , Venezia,0,0,1,0,2.1,3.0,3.2,1,ALT
Hammarby , Helsingborg,1,0,2,1,1.37,4.4,6.5,1,UST
Getafe , Mallorca,0,0,1,0,1.9,2.85,4.1,1,ALT
Liverpool , Watford,1,0,2,0,1.09,7.5,15.0,1,UST
Blackpool , Nottingham,0,3,1,4,2.95,2.95,2.25,2,UST
Wigan , Bolton,1,0,1,1,1.9,3.05,3.7,0,UST
C Sapporo , Urawa Reds,0,1,1,1,2.45,3.1,2.55,0,UST
Yokohama FM , FC Tokyo,1,1,2,1,2.03,3.3,3.1,1,UST
Gangwon , Jeonbuk,0,2,1,2,3.7,3.2,1.87,2,UST
Geylang , Tampines,2,1,2,3,3.6,3.8,1.72,2,UST
Young Lions , Tanjong Pagar,2,2,2,3,5.0,4.2,1.48,2,UST
Sydney FC , Western Sydney,1,1,3,2,1.85,3.4,3.4,1,UST
Adelaide , Melbourne Vict,0,1,0,1,3.0,3.4,2.03,2,ALT
Sangmu , Suwon,1,0,1,1,2.65,2.85,2.55,0,UST
Kashima Antlers , Shimizu S Pulse,0,0,2,1,1.65,3.3,4.7,1,UST
Vissel Kobe , Kyoto Sanga,0,0,1,3,2.1,3.1,3.1,2,UST
Shonan Bellmare , S Hiroshima,0,0,0,1,3.2,2.75,2.25,2,ALT
Kashiwa Reysol , Jubilo Iwata,1,0,2,0,1.82,3.2,3.7,1,UST
Kawasaki F , Cerezo Osaka,0,3,1,4,1.75,3.6,3.8,2,UST
Wellington , Melbourne City,0,1,0,6,3.8,3.9,1.67,2,UST
Gamba Osaka , Nagoya Grampus,1,0,3,1,3.3,2.85,2.15,1,UST
Incheon , Ulsan,0,0,1,1,3.7,2.85,1.97,0,ALT
Jeju , Daegu,0,0,0,0,2.0,3.05,3.5,0,ALT
Western United , Central Coast,0,1,2,2,1.75,3.4,3.9,0,UST
San Luis , Mazatlan,0,0,1,0,1.77,3.2,4.1,1,ALT
O'Higgins , Coquimbo Unido,0,0,2,1,2.15,3.0,3.1,1,UST
La Serena , Everton VDM,1,0,1,3,3.05,2.95,2.2,2,UST
Hull City , Huddersfield,0,0,0,1,2.5,3.2,2.45,2,ALT
Union Berlin , Cologne,0,0,1,0,2.15,2.95,3.1,1,ALT
Hougang , Albirex,0,1,1,1,7.0,4.8,1.33,0,UST
L City Sailors , Bal Khalsa,3,0,4,0,1.12,7.0,11.0,1,UST
Avispa Fukuoka , Sagan Tosu,0,0,0,0,2.35,2.75,2.95,0,ALT
Colo Colo , Union La Calera,2,0,4,0,1.37,4.2,6.5,1,UST
Costa Rica , USA,0,0,2,0,4.5,3.4,1.7,1,ALT
Jamaica , Honduras,2,1,2,1,1.82,3.3,3.9,1,UST
Mexico , El Salvador,2,0,2,0,1.1,7.0,13.0,1,UST
Panama , Canada,0,0,1,0,3.9,3.6,1.72,1,ALT
Perth Glory , Newcastle Jets,0,0,0,0,3.0,3.1,2.15,0,ALT
Fagiano Okayama , Grulla Morioka,0,1,0,1,1.95,2.8,4.0,2,ALT
Z Kanazawa , Roasso Kumamoto,1,1,2,2,2.4,2.75,2.9,0,UST
FC Ryukyu , Tokyo Verdy,2,1,2,5,2.95,3.2,2.1,2,UST
R Yamaguchi , Tokushima V,0,0,0,0,3.6,3.0,1.95,0,ALT
Mito Hollyhock , Tochigi SC,0,0,0,1,2.1,2.75,3.6,2,ALT
JEF Utd Chiba , Albirex Niigata,0,0,1,0,2.7,2.8,2.65,1,ALT
FC Yokohama , M Yamagata,1,0,2,1,1.95,3.3,3.3,1,UST
Vegalta Sendai , Oita Trinita,0,1,1,3,2.55,3.05,2.5,2,UST
Machida Zelvia , Omiya Ardija,3,0,3,0,1.63,3.3,5.0,1,UST
Thespa Kusatsu , Varen Nagasaki,1,2,2,3,4.3,2.95,1.82,2,UST
Blaublitz Akita , Ventforet Kofu,0,0,0,0,3.8,2.7,2.05,0,ALT
Brisbane Roar , Wellington,0,1,0,3,1.92,3.2,3.5,2,UST
Sydney FC , Macarthur,1,2,2,2,1.45,4.1,5.2,0,UST
Chile , Uruguay,0,0,0,2,2.2,2.95,3.05,2,ALT
Peru , Paraguay,2,0,2,0,1.48,3.6,6.0,1,UST
Venezuela , Colombia,0,1,0,1,4.7,3.4,1.63,2,ALT
Ecuador , Argentina,0,1,1,1,3.4,3.1,1.97,0,UST
Bolivia , Brazil,0,2,0,4,5.8,3.9,1.48,2,UST
France , South Africa,2,0,5,0,1.1,6.5,13.0,1,UST
Poland , Sweden,0,0,2,0,2.25,2.9,2.95,1,ALT
Portugal , North Macedonia,1,0,2,0,1.13,6.5,12.0,1,UST
England , Ivory Coast,2,0,3,0,1.37,4.0,6.5,1,UST
Holland , Germany,0,1,1,1,2.25,3.3,2.6,0,UST
Spain , Iceland,2,0,5,0,1.07,7.5,17.0,1,UST
Saudi Arabia , Australia,0,0,1,0,2.2,3.0,3.0,1,ALT
Oman , China PR,1,0,2,0,1.85,2.95,4.1,1,UST
Denmark , Serbia,1,0,3,0,1.97,3.05,3.2,1,UST
UAE , Korea Republic,0,0,1,0,7.5,4.1,1.35,1,ALT
Syria , Iraq,1,1,1,1,4.2,2.8,1.9,0,UST
Singapore , Philippines,1,0,2,0,1.8,3.4,3.4,1,UST
Iran , Lebanon,1,0,2,0,1.17,5.5,12.0,1,UST
Japan , Vietnam,0,1,1,1,1.07,9.0,13.0,0,UST
Honduras , Mexico,0,0,0,1,12.0,5.8,1.17,2,ALT
USA , Panama,4,0,5,1,1.33,4.3,7.0,1,UST
El Salvador , Costa Rica,1,2,1,2,4.1,3.0,1.87,2,UST
Canada , Jamaica,2,0,4,0,1.12,6.5,15.0,1,UST
Portland T , Orlando City,0,0,1,1,1.85,3.1,3.8,0,ALT
Univ de Chile , Union Espanola,1,0,2,0,2.85,3.1,2.2,1,UST
Melbourne Vict , Western Sydney,0,0,1,1,1.85,3.2,3.8,0,ALT
Ulsan , Pohang,0,0,2,0,2.25,3.0,3.0,1,ALT
Sporting KC , Real Salt Lake,0,0,1,0,1.95,3.4,3.1,1,ALT
UNAM Mexico , Mazatlan,0,0,1,1,1.5,3.7,5.5,0,ALT
Charlotte FC , FC Cincinnati,1,0,2,0,2.2,3.1,2.9,1,UST
Germany , Israel,2,0,2,0,1.09,7.5,13.0,1,UST
Holland , Denmark,3,1,4,2,1.8,3.1,3.9,1,UST
Spain , Albania,0,0,2,1,1.13,5.8,13.0,1,UST
England , Switzerland,1,1,2,1,1.55,3.3,5.2,1,UST
Rep of Ireland , Belgium,1,1,2,2,3.1,2.8,2.1,0,UST
Doncaster , Charlton,0,0,0,1,3.8,3.1,1.9,2,ALT
AFC Wimbledon , Cambridge,0,0,0,1,2.15,3.05,3.05,2,ALT
Accrington , Gillingham,0,0,1,2,1.72,3.4,4.0,2,UST
Ipswich , Plymouth,1,0,1,0,1.7,3.3,4.3,1,ALT
Sheffield Wed , Cheltenham,1,1,4,1,1.42,3.9,6.5,1,UST
Shrewsbury , Lincoln City,0,0,1,0,2.0,2.95,3.5,1,ALT
Singapore , Malaysia,1,0,2,1,2.4,3.0,2.5,1,UST
Central Coast , Adelaide,0,0,3,0,2.65,3.3,2.25,1,UST
Macarthur , Melbourne City,0,0,0,1,3.6,3.6,1.77,2,ALT
Wellington , Perth Glory,1,0,2,1,1.9,3.5,3.3,1,UST
